annus;mes;observaciones;código; título; unidad; fuente; notas
2001;2;                  14,00000;172009n;PARO REGISTRADO. BURGOS;MILES;MINISTERIO DE TRABAJO;www.sepe.es/HomeSepe/que-es-el-sepe/estadisticas/datos-avance/conceptos.html.  
2001;3;                  14,00000;;;;
2001;4;                  13,50000;;;;
2001;5;                  13,70000;;;;
2001;6;                  12,80000;;;;
2001;7;                  12,30000;;;;
2001;8;                  12,40000;;;;
2001;9;                  12,90000;;;;
2001;10;                  13,40000;;;;
2001;11;                  13,80000;;;;
2001;12;                  13,80000;;;;
2002;1;                  14,70000;;;;
2002;2;                  15,70000;;;;
2002;3;                  14,10000;;;;
2002;4;                  13,60000;;;;
2002;5;                  13,20000;;;;
2002;6;                  12,80000;;;;
2002;7;                  12,40000;;;;
2002;8;                  12,50000;;;;
2002;9;                  13,10000;;;;
2002;10;                  13,60000;;;;
2002;11;                  14,10000;;;;
2002;12;                  14,00000;;;;
2003;1;                  15,00000;;;;
2003;2;                  14,90000;;;;
2003;3;                  13,90000;;;;
2003;4;                  13,30000;;;;
2003;5;                  12,80000;;;;
2003;6;                  12,70000;;;;
2003;7;                  12,00000;;;;
2003;8;                  12,10000;;;;
2003;9;                  12,50000;;;;
2003;10;                  13,20000;;;;
2003;11;                  13,40000;;;;
2003;12;                  13,70000;;;;
2004;1;                  14,60000;;;;
2004;2;                  14,80000;;;;
2004;3;                  14,10000;;;;
2004;4;                  13,30000;;;;
2004;5;                  12,50000;;;;
2004;6;                  12,30000;;;;
2004;7;                  11,70000;;;;
2004;8;                  11,80000;;;;
2004;9;                  12,10000;;;;
2004;10;                  12,70000;;;;
2004;11;                  13,00000;;;;
2004;12;                  13,30000;;;;
2005;1;                  14,10000;;;;
2005;2;                  14,20000;;;;
2005;3;                  13,70000;;;;
2005;4;                  13,10000;;;;
2005;5;                  12,00000;;;;
2005;6;                  11,68200;;;;
2005;7;                  11,60300;;;;
2005;8;                  11,77800;;;;
2005;9;                  11,83400;;;;
2005;10;                  12,66800;;;;
2005;11;                  13,05000;;;;
2005;12;                  13,40100;;;;
2006;1;                  14,32700;;;;
2006;2;                  14,23400;;;;
2006;3;                  13,92500;;;;
2006;4;                  12,99800;;;;
2006;5;                  12,23800;;;;
2006;6;                  11,51700;;;;
2006;7;                  11,16700;;;;
2006;8;                  11,30000;;;;
2006;9;                  11,27800;;;;
2006;10;                  11,79200;;;;
2006;11;                  11,93600;;;;
2006;12;                  12,27600;;;;
2007;1;                  13,20000;;;;
2007;2;                  13,24400;;;;
2007;3;                  13,15400;;;;
2007;4;                  12,73600;;;;
2007;5;                  12,25600;;;;
2007;6;                  11,24200;;;;
2007;7;                  10,93900;;;;
2007;8;                  11,24800;;;;
2007;9;                  11,55500;;;;
2007;10;                  12,09000;;;;
2007;11;                  12,13900;;;;
2007;12;                  12,68500;;;;
2008;1;                  13,89700;;;;
2008;2;                  14,27600;;;;
2008;3;                  14,25600;;;;
2008;4;                  14,25700;;;;
2008;5;                  13,82700;;;;
2008;6;                  13,32200;;;;
2008;7;                  12,97600;;;;
2008;8;                  13,45000;;;;
2008;9;                  14,63200;;;;
2008;10;                  16,08400;;;;
2008;11;                  17,54800;;;;
2008;12;                  19,20400;;;;
2009;1;                  21,36400;;;;
2009;2;                  22,13300;;;;
2009;3;                  22,93400;;;;
2009;4;                  23,57400;;;;
2009;5;                  23,03300;;;;
2009;6;                  21,97000;;;;
2009;7;                  20,74800;;;;
2009;8;                  20,98100;;;;
2009;9;                  21,78000;;;;
2009;10;                  23,20500;;;;
2009;11;                  23,68600;;;;
2009;12;                  24,55200;;;;
2010;1;                  25,67900;;;;
2010;2;                  26,43800;;;;
2010;3;                  26,70500;;;;
2010;4;                  26,53900;;;;
2010;5;                  26,15600;;;;
2010;6;                  24,77300;;;;
2010;7;                  23,76700;;;;
2010;8;                  24,00100;;;;
2010;9;                  24,69500;;;;
2010;10;                  24,94300;;;;
2010;11;                  25,44300;;;;
2010;12;                  25,92500;;;;
2011;1;                  27,15800;;;;
2011;2;                  27,53500;;;;
2011;3;                  27,38500;;;;
2011;4;                  26,95000;;;;
2011;5;                  26,10400;;;;
2011;6;                  24,88800;;;;
2011;7;                  24,18000;;;;
2011;8;                  24,51900;;;;
2011;9;                  25,15900;;;;
2011;10;                  26,41700;;;;
2011;11;                  27,10900;;;;
2011;12;                  28,01100;;;;
2012;1;                  29,70800;;;;
2012;2;                  30,74500;;;;
2012;3;                  31,06300;;;;
2012;4;                  31,12200;;;;
2012;5;                  30,80800;;;;
2012;6;                  29,32900;;;;
2012;7;                  29,04500;;;;
2012;8;                  29,37600;;;;
2012;9;                  30,50300;;;;
2012;10;                  32,08400;;;;
2012;11;                  32,08800;;;;
2012;12;                  32,09000;;;;
2013;1;                  33,38300;;;;
2013;2;                  33,82900;;;;
2013;3;                  33,61400;;;;
2013;4;                  33,81400;;;;
2013;5;                  33,26800;;;;
2013;6;                  31,82700;;;;
2013;7;                  30,89100;;;;
2013;8;                  31,02100;;;;
2013;9;                  32,12700;;;;
2013;10;                  32,49300;;;;
2013;11;                  32,25300;;;;
2013;12;                  31,96500;;;;
2014;1;                  32,65600;;;;
2014;2;                  32,30800;;;;
2014;3;                  32,10100;;;;
2014;4;                  31,56800;;;;
2014;5;                  30,59500;;;;
2014;6;                  29,05200;;;;
2014;7;                  28,34000;;;;
2014;8;                  28,27800;;;;
2014;9;                  28,63300;;;;
2014;10;                  29,64300;;;;
2014;11;                  30,18500;;;;
2014;12;                  30,54800;;;;
2015;1;                  30,95200;;;;
2015;2;                  30,70600;;;;
2015;3;                  30,01100;;;;
2015;4;                  28,36700;;;;
2015;5;                  26,91400;;;;
2015;6;                  25,57000;;;;
2015;7;                  25,01700;;;;
2015;8;                  25,08800;;;;
2015;9;                  25,06100;;;;
2015;10;                  27,09400;;;;
2015;11;                  27,10400;;;;
2015;12;                  26,71500;;;;
2016;1;                  27,22500;;;;
2016;2;                  26,71500;;;;
2016;3;                  26,40000;;;;
2016;4;                  25,52800;;;;
2016;5;                  24,38600;;;;
2016;6;                  22,83200;;;;
2016;7;                  22,11600;;;;
2016;8;                  22,20600;;;;
2016;9;                  22,71200;;;;
2016;10;                  23,08800;;;;
2016;11;                  23,44500;;;;
2016;12;                  23,10500;;;;
2017;1;                  23,67800;;;;
2017;2;                  23,41600;;;;
2017;3;                  22,91800;;;;
2017;4;                  21,88700;;;;
2017;5;                  21,01000;;;;
2017;6;                  19,45200;;;;
2017;7;                  19,23000;;;;
2017;8;                  19,48100;;;;
2017;9;                  19,28300;;;;
2017;10;                  20,36700;;;;
2017;11;                  20,43200;;;;
2017;12;                  20,40800;;;;
2018;1;                  20,38000;;;;
2018;2;                  20,18600;;;;
2018;3;                  19,94500;;;;
2018;4;                  19,26000;;;;
2018;5;                  18,74300;;;;
2018;6;                  17,51900;;;;
2018;7;                  17,13700;;;;
2018;8;                  17,55800;;;;
2018;9;                  18,01500;;;;
2018;10;                  18,99200;;;;
2018;11;                  19,09000;;;;
2018;12;                  18,85500;;;;
2019;1;                  19,32800;;;;
2019;2;                  19,36800;;;;
2019;3;                  18,98400;;;;
2019;4;                  18,38400;;;;
2019;5;                  17,58800;;;;
2019;6;                  16,62200;;;;
2019;7;                  16,54900;;;;
2019;8;                  16,99900;;;;
2019;9;                  17,11600;;;;
2019;10;                  18,59000;;;;
2019;11;                  18,90900;;;;
2019;12;                  18,41600;;;;
2020;1;                  18,99300;;;;
2020;2;                  18,98100;;;;
2020;3;                  20,18400;;;;
2020;4;                  22,18900;;;;
2020;5;                  23,08400;;;;
2020;6;                  22,41700;;;;
2020;7;                  21,01200;;;;
2020;8;                  21,08500;;;;
2020;9;                  20,30000;;;;
2020;10;                  21,24600;;;;
2020;11;                  21,97200;;;;
2020;12;                  22,78200;;;;
2021;1;                  23,97300;;;;
2021;2;                  23,69800;;;;
2021;3;                  23,19000;;;;
2021;4;                  22,70900;;;;
2021;5;                  21,29800;;;;
2021;6;                  20,21200;;;;
2021;7;                  19,68200;;;;
2021;8;                  20,18300;;;;
2021;9;                  18,56700;;;;
2021;10;                  18,15400;;;;
2021;11;                  17,16900;;;;
2021;12;                  17,11900;;;;
2022;1;                  16,91800;;;;
2022;2;                  16,78000;;;;
2022;3;                  16,81000;;;;
2022;4;                  16,51500;;;;
2022;5;                  15,57400;;;;
2022;6;                  14,99600;;;;
2022;7;                  14,95100;;;;
2022;8;                  15,39800;;;;
2022;9;                  15,32000;;;;
2022;10;                  15,68200;;;;
2022;11;                  16,04200;;;;
