annus;mes;observaciones;código; título; unidad; fuente; notas
1988;1;               40514,64666;526cpa264;IMPORTACION. CPA. PRODUCTOS ELECTRONICOS DE CONSUMO;MILES DE EUROS;ELABORACIÓN PROPIA;Estadística de comercio exterior de bienes  (https://sede.agenciatributaria.gob.es/Sede/estadisticas.html). CPA:  CLASIFICACION DE PRODUCTOS POR ACTIVIDADES. CPA: CLASIFICACIÓN DE PRODUCTOS  POR ACTIVIDADES 2008. INCLUYE LOS GRUPOS CUCI REV. 4: 761, 762 Y 763  
1988;2;               42329,07817;;;;
1988;3;               47209,58494;;;;
1988;4;               45012,95181;;;;
1988;5;               50240,38080;;;;
1988;6;               46042,20908;;;;
1988;7;               46744,81627;;;;
1988;8;               44993,46099;;;;
1988;9;               72282,50574;;;;
1988;10;               73686,17552;;;;
1988;11;               95371,69594;;;;
1988;12;               94452,06327;;;;
1989;1;               49715,35466;;;;
1989;2;               51025,27256;;;;
1989;3;               60410,49728;;;;
1989;4;               59215,61910;;;;
1989;5;               72062,52930;;;;
1989;6;               63239,49731;;;;
1989;7;               60046,87894;;;;
1989;8;               45777,37911;;;;
1989;9;               78597,14760;;;;
1989;10;               96161,85857;;;;
1989;11;               88632,82368;;;;
1989;12;               93018,66143;;;;
1990;1;               54597,04542;;;;
1990;2;               50347,58934;;;;
1990;3;               57542,74398;;;;
1990;4;               57088,75146;;;;
1990;5;               65091,26369;;;;
1990;6;               60406,24211;;;;
1990;7;               59337,23390;;;;
1990;8;               44841,18856;;;;
1990;9;               76209,63302;;;;
1990;10;               78306,96092;;;;
1990;11;               96400,70078;;;;
1990;12;               71238,70398;;;;
1991;1;               62522,10523;;;;
1991;2;               57624,64991;;;;
1991;3;               63340,53346;;;;
1991;4;               79534,79259;;;;
1991;5;               74043,00242;;;;
1991;6;               54685,23794;;;;
1991;7;               65576,85142;;;;
1991;8;               47453,27131;;;;
1991;9;               74579,23744;;;;
1991;10;              122150,48742;;;;
1991;11;              107004,59173;;;;
1991;12;               88620,45485;;;;
1992;1;               65179,34201;;;;
1992;2;               63718,96674;;;;
1992;3;               78809,59336;;;;
1992;4;               74563,80946;;;;
1992;5;               74104,30565;;;;
1992;6;               72397,47118;;;;
1992;7;               83066,00315;;;;
1992;8;               46772,47485;;;;
1992;9;               72631,12461;;;;
1992;10;              102756,63481;;;;
1992;11;               94268,24228;;;;
1992;12;               87041,29843;;;;
1993;1;               51157,59455;;;;
1993;2;               46642,98319;;;;
1993;3;               63229,42633;;;;
1993;4;               58735,51775;;;;
1993;5;               64933,36278;;;;
1993;6;               51111,70958;;;;
1993;7;               61564,75854;;;;
1993;8;               34934,96129;;;;
1993;9;               76042,96545;;;;
1993;10;               77414,60953;;;;
1993;11;               91388,02302;;;;
1993;12;               71428,57202;;;;
1994;1;               51055,30393;;;;
1994;2;               58064,54339;;;;
1994;3;               67682,72388;;;;
1994;4;               66991,86540;;;;
1994;5;               87427,96598;;;;
1994;6;               92108,27556;;;;
1994;7;               73953,70800;;;;
1994;8;               57621,37005;;;;
1994;9;               88109,01394;;;;
1994;10;               95842,88942;;;;
1994;11;               87138,29801;;;;
1994;12;              104025,53093;;;;
1995;1;               66073,99981;;;;
1995;2;               63335,16788;;;;
1995;3;               77961,38981;;;;
1995;4;               65721,49885;;;;
1995;5;               91345,37299;;;;
1995;6;               80497,83841;;;;
1995;7;               67593,30283;;;;
1995;8;               60526,80001;;;;
1995;9;               90772,08831;;;;
1995;10;              108262,17892;;;;
1995;11;              121760,36436;;;;
1995;12;               95512,11952;;;;
1996;1;               61452,87768;;;;
1996;2;               61191,68355;;;;
1996;3;               67909,07789;;;;
1996;4;               92319,05115;;;;
1996;5;               91308,59992;;;;
1996;6;               72331,06312;;;;
1996;7;               70654,32972;;;;
1996;8;               49719,97786;;;;
1996;9;               76181,65769;;;;
1996;10;              104065,53373;;;;
1996;11;               90538,15409;;;;
1996;12;               92325,98907;;;;
1997;1;               76241,90773;;;;
1997;2;               75767,19427;;;;
1997;3;               73920,99511;;;;
1997;4;               91958,46255;;;;
1997;5;               83036,22940;;;;
1997;6;               80547,74061;;;;
1997;7;               81123,30932;;;;
1997;8;               53757,87756;;;;
1997;9;              119700,66369;;;;
1997;10;              179053,51028;;;;
1997;11;              109727,30495;;;;
1997;12;              144003,39066;;;;
1998;1;               87471,10315;;;;
1998;2;              109950,13737;;;;
1998;3;              105002,24152;;;;
1998;4;              100307,62914;;;;
1998;5;              127499,84086;;;;
1998;6;              123574,92745;;;;
1998;7;               86845,25747;;;;
1998;8;               70495,86950;;;;
1998;9;              112367,74992;;;;
1998;10;              138182,95596;;;;
1998;11;              166150,05630;;;;
1998;12;              152834,69482;;;;
1999;1;               76859,88048;;;;
1999;2;               63459,16328;;;;
1999;3;              105901,12874;;;;
1999;4;               97982,11629;;;;
1999;5;              125801,74697;;;;
1999;6;              131018,96857;;;;
1999;7;               97662,97347;;;;
1999;8;               82311,61779;;;;
1999;9;              135134,18122;;;;
1999;10;              144420,03243;;;;
1999;11;              149863,19110;;;;
1999;12;              158714,39870;;;;
2000;1;               96055,93301;;;;
2000;2;               98137,50850;;;;
2000;3;              114330,23637;;;;
2000;4;              108007,59252;;;;
2000;5;              147788,22807;;;;
2000;6;              123678,16209;;;;
2000;7;              105139,63087;;;;
2000;8;               87451,13541;;;;
2000;9;              144798,70108;;;;
2000;10;              170583,97181;;;;
2000;11;              188415,83955;;;;
2000;12;              171300,99388;;;;
2001;1;              115059,44944;;;;
2001;2;              105145,30185;;;;
2001;3;              116297,15594;;;;
2001;4;              129668,26279;;;;
2001;5;              141057,99977;;;;
2001;6;              144496,36826;;;;
2001;7;               99839,30293;;;;
2001;8;              112632,08415;;;;
2001;9;              157699,45247;;;;
2001;10;              182036,19690;;;;
2001;11;              180273,26888;;;;
2001;12;              176545,03792;;;;
2002;1;              128223,08321;;;;
2002;2;              126073,41733;;;;
2002;3;              137007,68026;;;;
2002;4;              158699,57429;;;;
2002;5;              156469,83002;;;;
